Penalty,Battery Penalty,Reward,Total
4.480618681303238,3.8747921815423867,33.902198791503906,42.25760965434953
5.623570905097337,3.7592529258729934,28.82686233520508,38.209686166175416
6.182279219300617,4.121057451149472,23.74074935913086,34.04408602958095
4.065289055353357,4.002682398605012,33.98402786254883,42.0519993165072
3.5388525973237694,3.9138802286844454,35.01192092895508,42.464653754963294
2.884737863217828,3.605929764335723,24.638317108154297,31.128984735707846
2.5182931345799586,3.476383626851785,18.921754837036133,24.916431598467877
1.806027010823411,3.88901207287535,34.64921951293945,40.34425859663821
2.2807129557838803,3.791931969249351,30.94002723693848,37.01267216197171
1.2321381310651136,3.4131716227895184,27.875526428222656,32.52083618207729
1.966159228059882,2.688576490784046,15.84228515625,20.497020875093927
9.274031899764685,3.5476777048734123,4.070709705352783,16.89241930999088
1.914174558251234,3.666306788338085,31.203838348388672,36.78431969497799
4.0300598602172855,2.621291348064455,10.87124252319336,17.522593731475098
3.675754054618558,3.1508743175143596,25.44640350341797,32.273031875550885
