,Penalty,Battery Penalty,Reward,Total
0,2.992902809277492,5.286750404235194,47.77506637573242,56.05471958924511
1,1.2319657281322693,5.760724496158151,55.44450378417969,62.43719400847011
2,1.9542683375938488,5.783291455929289,55.02565002441406,62.7632098179372
3,27.389485274695996,0.3174166664999998,-31.70804023742676,-4.001138296230767
4,3.878453346203244,5.986826561482334,53.885372161865234,63.75065206955081
5,10.892460700501411,6.091036018840715,51.25438690185547,68.2378836211976
6,3.870162212269984,4.7095453435686165,22.278892517089844,30.858600072928446
7,5.324478936684434,5.488668329214475,45.20878601074219,56.02193327664109
8,6.122498833814663,5.638257488623383,48.25371170043945,60.014468022877494
9,3.741800816250564,6.039496611190101,57.84305953979492,67.62435696723558
10,33.99405244185917,0.0,-33.99405288696289,-4.451037227681809e-07
11,1.303650448278948,6.121784250177315,61.90444946289063,69.3298841613469
12,5.7973216553784415,5.5488687889276305,45.31590270996094,56.66209315426701
13,4.351638832634579,5.101182493070214,41.71856689453125,51.17138822023604
14,4.969635386344551,5.553493459434332,48.24938583374024,58.772514679519126
