,Penalty,Battery Penalty,Reward,Total
0,4.49623330071048,5.750871647102976,51.95331954956055,62.200424497374
1,2.9422378396354483,5.399441733015358,49.918724060058594,58.2604036327094
2,1.9461934821539526,5.754098482498151,57.19319915771485,64.89349112236695
3,7.088107017214874,5.784821146199787,51.21512222290039,64.08805038631505
4,4.915911927493715,5.288928933013795,48.5825424194336,58.78738327994111
5,1.8045730613976814,5.730941938105671,57.04067611694336,64.57619111644671
6,2.003054860839648,4.966743085638241,47.59650802612305,54.56630597260094
7,1.933332039755106,5.739093825498314,53.18014144897461,60.852567314228025
8,2.2845887002970984,5.561570903107736,52.75837707519531,60.60453667860015
9,2.795281002683973,5.279314952026312,46.1134033203125,54.18799927502279
10,3.6377977048080843,5.191660913473534,47.88805770874024,56.71751632702186
11,1.764521369620206,4.891415668247957,45.73700714111328,52.392944178981445
12,2.6919476195386256,5.536211808045056,53.06908798217773,61.29724740976141
13,3.226448892188402,5.301571581221154,50.52097702026367,59.04899749367323
14,10.186361600228361,5.774822101413106,47.65327835083008,63.614462052471545
