Penalty,Battery Penalty,Reward,Total
3.177418401671458,3.5362235835790354,31.153186798095703,37.86682878334619
3.696366742303911,3.2661511686563767,28.27812767028809,35.24064558124838
2.814506858687909,3.14496510448077,25.50275230407715,31.462224267245826
4.627666084550697,3.3218843239180966,30.002910614013672,37.95246102248247
2.8871664512906463,3.1794792293678777,29.001399993896484,35.06804567455501
2.4243094225491397,3.5108311477735707,33.292625427246094,39.2277659975688
0.7487971973204038,3.5142918030780628,34.10011291503906,38.36320191543753
3.004342458835181,3.2712696658013765,28.552547454833984,34.828159579470544
3.4471837787447637,3.5115617488085675,31.41293334960937,38.3716788771627
0.962343029388907,2.9623397082435847,29.60135078430176,33.52603352193425
6.3222407586844165,3.2900209694674842,25.012704849243164,34.624966577395064
3.055603221057469,3.3057109323372584,29.208969116210938,35.57028326960567
4.985553982337982,3.4791691051271365,31.487632751464844,39.95235583892996
4.001977722930977,3.4714468958588593,31.758325576782227,39.23175019557206
2.646178102680949,3.3754940191861267,31.41687393188477,37.43854605375184
4.025179917900444,3.3724958179021867,28.79685401916504,36.19452975496767
3.693614005057092,2.82191717563182,23.56574440002441,30.081275580713324
5.792514209257423,3.355153755561612,28.646270751953125,37.79393871677216
1.9745418530906722,3.5025976692594947,32.51987075805664,37.997010280406805
4.38365823557225,3.1295924972744054,28.347827911376957,35.86107864422361
