Penalty,Battery Penalty,Reward,Total
1.7278880374662104,3.211433010713702,34.3947639465332,39.334084994713116
2.403209274093455,4.054833656812763,39.60466003417969,46.062702965085904
1.592193097291819,3.3133681686805545,35.16183853149414,40.067399797466514
1.8268252028094898,3.253488776771697,33.54884338378906,38.62915736337025
2.633858115722874,3.834499230181472,39.083229064941406,45.55158641084575
2.4362026996343316,4.377880025660009,45.261077880859375,52.075160606153716
1.9097272661385414,4.388997415054678,44.29624176025391,50.594966441447134
3.519818873827509,2.928974036893912,30.16061210632324,36.60940501704466
1.7335025415257568,3.154658809179415,32.51021194458008,37.39837329528525
4.3086061369979465,3.11168280698492,28.632814407348636,36.0531033513315
2.4067798420760154,4.993681987461809,50.925254821777344,58.32571665131517
1.8154897352402533,3.8420351129972237,39.244102478027344,44.90162732626482
1.0793286840913272,3.9630651695802976,41.13544464111328,46.17783849478491
2.601255840974587,4.212049539240363,44.16666793823242,50.97997331844737
2.090249059484049,4.437545263183727,46.46242904663086,52.99022336929863
3.3944472238925116,5.15554721807968,53.64051818847656,62.19051263044875
3.1264159702948344,4.556922454364048,47.8797492980957,55.56308772275459
3.597709909487034,3.474793934861374,34.96245193481445,42.034955779162864
1.53820035080556,4.265779901258655,44.62744903564453,50.431429287708745
1.6508692999107573,3.8213661858894414,37.16404724121094,42.636282727011135
