受渡日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),売りブロック入札総量(kWh),売りブロック約定総量(kWh),買いブロック入札総量(kWh),買いブロック約定総量(kWh)
2021/5/27,13,20714400,21368150,16855600,7.85,7.61,7.61,7.61,7.61,7.43,7.43,7.43,7.43,7.43,7511050,3849550,3965950,2551150
2021/5/27,14,20711500,21440700,16959850,7.85,7.5,7.5,7.5,7.5,7.43,7.43,7.43,7.43,7.43,7568050,3919550,3817850,2479000
2021/5/27,15,20296650,21275050,16902050,8.07,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7070100,3848600,3700700,2429800
2021/5/27,16,19867650,21547100,16801900,8.24,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.07,6723100,3809600,3436450,2178050
2021/5/27,17,19212500,22306500,17132350,9.33,9.33,9.33,9.33,9.33,9.33,9.33,9.33,9.33,8.07,5959800,3919300,3263350,1859050
2021/5/27,18,18756300,23187300,17032500,10.63,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,8.07,5545250,3854250,3097500,1450050
2021/5/27,19,18541400,23732700,17059900,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,8.07,5457000,3978500,3125250,1419550
2021/5/27,20,18791300,24211250,17409300,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,8.07,5292400,3963400,3102900,1393050
2021/5/27,21,18572050,24219800,17243050,11.95,12.64,12.64,12.64,12.64,12.64,12.64,12.64,12.64,8.07,5259350,3930350,3137350,1422550
2021/5/27,22,18446300,24371900,17117300,14.91,15,15,15,15,15,15,15,15,8.07,5260650,3931650,3168600,1425550
2021/5/27,23,18736000,24681450,17261500,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,8.07,5426900,3952400,3234250,1440050
2021/5/27,24,18984050,24520300,17508050,11.39,13,13,13,13,13,13,13,13,8.07,5473400,3997400,3209650,1507050
2021/5/27,25,18912650,23735650,17374600,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,8.07,5332600,3855100,3047050,1520550
2021/5/27,26,19010600,23520750,17295650,9.33,9.33,9.33,9.33,9.33,9.33,9.33,9.33,9.33,8.07,5388750,3868250,2945050,1520550
2021/5/27,27,19167700,24030150,17499400,10.95,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,8.07,5563450,3909450,2914600,1520550
2021/5/27,28,19117900,24350350,17605100,11.39,13,13,13,13,13,13,13,13,8.07,5450850,3938050,2864450,1522600
2021/5/27,29,19172950,24245450,17640250,11.39,11.92,11.92,11.92,11.92,11.92,11.92,11.92,11.92,8.07,5477550,3946550,2782050,1543400
2021/5/27,30,18939350,23771400,17309350,11.57,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,8.07,5618300,3988300,2432850,1570050
2021/5/27,31,19094350,23502500,17450850,10.63,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,8.07,5581900,3941400,2417750,1585750
2021/5/27,32,19166850,23892900,17519600,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,8.07,5612850,3969850,2547550,1586750
2021/5/27,33,19417650,24362050,17754550,13.05,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,8.07,5591600,3932250,2677400,1636650
2021/5/27,34,19284650,24341850,17610000,16.49,14.75,14.75,14.75,14.75,14.75,14.75,14.75,14.75,10.63,5670350,3997100,2714950,1707700
2021/5/27,35,19462750,23736650,17754500,10.63,10.13,10.13,10.13,10.13,10.13,10.13,10.13,10.13,10.13,5736900,4049150,2662950,1693700
2021/5/27,36,19527300,23655600,17798900,10.95,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,5874500,4159750,2742050,1772800
2021/5/27,37,19643700,23388000,17722400,10.44,9.63,9.63,9.63,9.63,9.63,9.63,9.63,9.63,9.63,5960650,4185400,2647550,1678800
2021/5/27,38,19596050,23434950,17649250,10.95,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,5833250,4108000,2647550,1678800
2021/5/27,39,19750500,23149400,17633850,10.19,9.33,9.33,9.33,9.33,9.33,9.33,9.33,9.33,9.33,5937600,4062350,2648550,1679800
2021/5/27,40,19691400,22900950,17537050,9.33,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,5860750,3985500,2713550,1794800
2021/5/27,41,19268350,22553850,16947800,8.38,8.23,8.23,8.23,8.23,8.23,8.23,8.23,8.23,8.23,5730000,3815400,2894100,2025300
2021/5/27,42,19124650,22257400,16951150,8.23,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,5487100,3739100,2960700,2091900
2021/5/27,43,19280400,21995700,17110600,8.23,8.23,8.23,8.23,8.23,8.23,8.23,8.23,8.23,8.23,5480800,3893300,3007450,2185650
2021/5/27,44,19251800,21975050,17105250,8.09,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,5660250,3897250,3130050,2211500
2021/5/27,45,18816200,21701550,16834800,8.23,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,5542600,3911050,3238000,2178200
2021/5/27,46,18712850,21260850,16828250,8.07,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,5412750,3925250,3200850,2135800
2021/5/27,47,17952550,20521650,16494350,6.72,6.58,6.58,6.58,6.58,6.58,6.58,6.58,6.58,6.58,5081300,3719800,2927050,1921050
2021/5/27,48,16893300,18902400,15573850,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,4811750,3615250,1900000,1243650
2021/5/28,1,17170550,18102750,15067200,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,5250700,3247700,1616700,1313200
2021/5/28,2,18106750,18810250,15756950,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,5600750,3379750,2578000,2221000
2021/5/28,3,18642800,19480250,15995050,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,5773000,3402000,3116450,2561950
2021/5/28,4,18870300,19439250,16002400,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,5938050,3417050,3193400,2638900
2021/5/28,5,18783800,19358650,15886150,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6083650,3412650,3125500,2571000
2021/5/28,6,18916750,19697100,16015350,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6190750,3394750,3234200,2655350
2021/5/28,7,18998700,19703050,15969600,6.94,6.94,6.94,6.94,6.94,6.94,6.94,6.94,6.94,6.94,6209400,3258900,3621900,2978350
2021/5/28,8,19047000,19510450,15862400,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,6155850,3049850,3598600,3155550
2021/5/28,9,19497750,19448400,15651050,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,6645800,2851800,3739200,3299650
2021/5/28,10,19505600,19194350,15454400,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,6664050,2665550,3837000,3399950
2021/5/28,11,19427500,18941900,15293950,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,6500200,2439200,3811750,3375200
2021/5/28,12,20142150,18745950,15326250,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6660300,2254300,3768000,3348650
2021/5/28,13,21212350,18552850,15656500,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,7221950,2150950,3690750,3328700
2021/5/28,14,22473800,19041850,16214500,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,7739300,2283800,3991000,3566000
2021/5/28,15,23427400,19603550,16621550,5.52,5.52,5.52,5.52,5.52,5.52,5.52,5.52,5.52,5.52,8132000,2425750,4171050,3732550
2021/5/28,16,24123450,19918800,16982900,5.44,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,8260100,2377250,4157500,3680500
2021/5/28,17,25242000,20785500,17729250,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38,8545200,2485700,4360850,3798650
2021/5/28,18,26017400,21725500,18400700,5.5,10.03,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,8634750,2420750,4609250,3904500
2021/5/28,19,26453450,21944250,18733250,5.51,20,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,8813500,2389200,4660350,3858750
2021/5/28,20,27128200,22111450,19110200,5.48,13,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,9045200,2370900,4620350,3739250
2021/5/28,21,27374150,21921900,19016150,5.36,11.92,5.36,5.36,5.36,5.36,5.36,5.36,5.36,5.36,9140250,2388900,4357400,3519400
2021/5/28,22,27707600,22059300,19164200,5.32,10.74,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,9111600,2418750,4277150,3435650
2021/5/28,23,27762550,22283700,19230700,5.36,11.44,5.23,5.36,5.36,5.36,5.36,5.36,5.36,5.36,9209700,2418250,4260800,3434750
2021/5/28,24,27653000,22171900,19175800,5.32,7.3,5.28,5.32,5.32,5.32,5.32,5.32,5.32,5.32,9289100,2417250,4232050,3434550
2021/5/28,25,26891300,21622350,19149300,5.19,5.19,5.19,5.29,4.55,4.55,4.55,4.55,4.55,4.55,8280050,2417450,4058500,3351100
2021/5/28,26,26596550,21391950,18997350,5.28,5.2,5.2,5.29,4.53,4.53,4.53,4.53,4.53,4.53,8176850,2443850,3956000,3254150
2021/5/28,27,25879300,22176650,19260600,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,7691850,2447250,3978700,3252500
2021/5/28,28,25502800,22400250,19038000,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,7507400,2435100,3974800,3379750
2021/5/28,29,24722500,22201250,18745900,7.78,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,6.54,6995150,2283050,3762150,3021000
2021/5/28,30,23701900,21848800,18132200,8.07,13.76,8.38,8.38,8.38,8.38,8.38,8.38,8.38,6.54,6608400,2204700,3374150,2682100
2021/5/28,31,22874150,21646550,17602950,6.21,13.2,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6341950,2012850,3047650,2409700
2021/5/28,32,21963900,21500250,17042800,7.86,16.48,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,6125250,1974350,2619850,1997400
2021/5/28,33,21486300,21467250,16902300,7.94,20,7.94,7.94,7.94,7.94,7.94,7.94,7.94,7.94,5716350,1976850,2516400,1876450
2021/5/28,34,20580450,21060250,16429250,8.31,15.94,8.31,8.31,8.31,8.31,8.31,8.31,8.31,8.31,5486700,1977300,2243100,1805150
2021/5/28,35,19867450,20507500,15912000,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38,5347100,1961650,1987450,1706200
2021/5/28,36,19699150,20877150,15864750,8.31,8.31,8.31,8.31,8.31,8.31,8.31,8.31,8.31,8.31,5315050,2266900,1841000,1553750
2021/5/28,37,19792250,21077950,15795150,8.31,14,8.31,8.31,8.31,8.31,8.31,8.31,8.31,8.31,5331100,2533800,1759850,1460100
2021/5/28,38,19576450,21551200,15942150,8.93,14.35,8.93,8.93,8.93,8.93,8.93,8.93,8.93,8.93,5657300,2805000,1764900,1472650
2021/5/28,39,19371650,21727100,15991050,8.93,20.02,8.93,8.93,8.93,8.93,8.93,8.93,8.93,8.93,5952100,3019200,1754400,1472650
2021/5/28,40,19347300,21460150,16087050,8.07,17.74,8,8,8,8,8,8,8,8,6054350,3234150,1754400,1477150
2021/5/28,41,18751050,21178450,15957000,7.9,20.02,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,6078550,3403150,1816250,1544700
2021/5/28,42,18842350,21039750,16208750,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,6056200,3564400,1751950,1544050
2021/5/28,43,18858500,20572950,16006150,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,5960700,3519900,1702450,1502800
2021/5/28,44,18596450,20382800,15895200,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,5793650,3502350,1671250,1471600
2021/5/28,45,17990050,20342550,15760800,8.4,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.07,5653650,3522650,2090100,1690450
2021/5/28,46,18013900,20102600,15909000,8,8,8,8,8,8,8,8,8,8,5594450,3622450,2237050,1844950
2021/5/28,47,17427500,19480700,15575200,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,5188400,3441900,2074700,1682600
2021/5/28,48,16490750,18477750,15023800,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,4694100,3356600,1504500,1112400
2021/5/29,1,16752100,18058500,14220350,7.27,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,5018350,2599500,1629450,1179450
2021/5/29,2,17788350,18432650,14614100,7.21,7.21,7.21,7.21,7.21,7.21,7.21,7.21,7.21,7.21,5702350,2636750,2283850,1790850
2021/5/29,3,18211850,18555750,14882800,6.19,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,5845400,2634200,2495350,2002350
2021/5/29,4,18474450,18361650,14980350,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5961450,2633300,2548800,2055800
2021/5/29,5,18325600,18041500,14646050,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5888250,2384000,2638900,2145400
2021/5/29,6,18235500,17922950,14388050,6.15,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5818900,2135750,2744150,2250650
2021/5/29,7,18774050,17976700,14259500,7.54,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,6299100,1887300,2876950,2383450
2021/5/29,8,18893350,17860950,14121850,7.86,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,6307000,1638300,2886050,2392550
2021/5/29,9,19110200,17606700,14078800,7.86,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,6310050,1389050,2865400,2371900
2021/5/29,10,19395550,17448850,14029050,7.57,7.57,7.57,7.57,7.57,7.57,7.57,7.57,7.57,7.57,6637900,1388750,2877700,2384200
2021/5/29,11,20003750,17168000,14021800,7.22,7.21,7.21,7.21,7.21,7.21,7.21,7.21,7.21,7.21,7258100,1388450,2918750,2415250
2021/5/29,12,21308500,17228700,14248450,6.15,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,8015950,1386700,3046350,2527850
2021/5/29,13,22601400,16982550,14195200,5.36,5.36,5.36,5.36,5.36,5.36,5.36,5.36,5.36,5.36,8554600,1305700,3119900,2677900
2021/5/29,14,24436600,17229250,14875350,5.25,5.25,5.25,5.25,5.16,5.16,5.16,5.16,5.16,5.16,9291750,1262550,3021300,2708800
2021/5/29,15,26113050,16685550,15345800,4.86,4.93,4.93,4.93,4.91,4.91,4.91,4.91,4.91,0.01,9894250,1265350,3035650,2967650
2021/5/29,16,26835750,16078750,15106300,4.36,4.93,4.93,4.93,4.86,4.86,4.86,4.86,4.86,0.01,10453150,1265650,3046250,2996250
2021/5/29,17,28399000,16638900,15739700,0.01,4.91,4.91,4.91,4.44,4.44,4.44,4.44,4.44,0.01,10616250,1278900,3236900,3086900
2021/5/29,18,29882450,17019350,16190350,0.01,4.88,4.88,4.88,0.01,0.01,0.01,0.01,0.01,0.01,10934750,1262400,3368500,3218500
2021/5/29,19,30706200,17174850,16418200,0.01,4.88,4.88,4.88,0.01,0.01,0.01,0.01,0.01,0.01,11288800,1200450,3419300,3269300
2021/5/29,20,31658850,17342300,16563550,0.01,4.91,4.91,4.91,0.01,0.01,0.01,0.01,0.01,0.01,11593100,1202250,3437950,3287950
2021/5/29,21,31901700,17011050,16594650,0.01,4.36,4.36,4.36,0.01,0.01,0.01,0.01,0.01,0.01,11222400,1202050,3481000,3331000
2021/5/29,22,31835600,17104200,16713450,0.01,4.37,4.37,4.37,0.01,0.01,0.01,0.01,0.01,0.01,10816600,1204850,3443400,3293400
2021/5/29,23,31847450,17254000,16824150,0.01,4.49,4.49,4.49,0.01,0.01,0.01,0.01,0.01,0.01,10545400,1209050,3567700,3367700
2021/5/29,24,32235450,17358450,16844500,0.01,4.48,4.48,4.48,0.01,0.01,0.01,0.01,0.01,0.01,10736100,1208000,3674200,3374200
2021/5/29,25,32683150,17166300,16752700,0.01,4.47,4.47,4.47,0.01,0.01,0.01,0.01,0.01,0.01,10821050,1207950,3671600,3366600
2021/5/29,26,32264100,17128100,16680400,0.01,4.47,4.47,4.47,0.01,0.01,0.01,0.01,0.01,0.01,10878700,1213100,3637950,3332950
2021/5/29,27,31921400,17340100,16696550,0.01,4.65,4.65,4.65,0.01,0.01,0.01,0.01,0.01,0.01,10596450,1221450,3612350,3307350
2021/5/29,28,31444500,17325650,16613550,0.01,4.88,4.88,4.88,0.01,0.01,0.01,0.01,0.01,0.01,10525550,1220150,3573200,3243200
2021/5/29,29,30560350,17218400,16530950,0.01,4.7,4.7,4.7,0.01,0.01,0.01,0.01,0.01,0.01,10231700,1215600,3311800,2971800
2021/5/29,30,29527200,17150650,16352600,0.01,4.88,4.88,4.88,1,1,1,1,1,0.01,9940750,1214800,3244600,2829600
2021/5/29,31,28337350,17152000,15791850,0.01,5.34,5.34,5.34,4.44,4.44,4.44,4.44,4.44,0.01,9577450,1259600,3056450,2426450
2021/5/29,32,26324700,17947600,16014850,4.65,5.38,5.38,5.38,4.91,4.91,4.91,4.91,4.91,0.01,8245300,1260100,2801550,2188050
2021/5/29,33,24568350,17833550,15475300,5.14,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.31,0.01,6916900,1302800,2628250,2053250
2021/5/29,34,22575300,17520000,14956800,5.29,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,0.01,6033700,1302450,2259050,1659050
2021/5/29,35,21403950,17694950,14718700,7.29,7.85,7.85,7.85,7.54,7.54,7.54,7.54,7.54,5.35,6253100,1303950,1903350,1298350
2021/5/29,36,20731700,17835550,14185900,8.16,8.16,8.16,8.16,8.16,8.16,8.16,8.16,8.16,8.07,6293300,1311650,1713500,1101500
2021/5/29,37,20303450,18093300,13492450,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6200950,1332300,1545550,1087550
2021/5/29,38,19836500,18222700,13283700,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,5932300,1354650,1344800,909300
2021/5/29,39,20089100,18683700,13573200,6.64,6.64,6.64,6.64,6.64,6.64,6.64,6.64,6.64,6.64,5822500,1625350,1314950,929450
2021/5/29,40,19728950,18755050,13696250,6.5,6.29,6.29,6.29,6.49,6.49,6.49,6.49,6.49,6.49,6147150,1872000,1295100,909600
2021/5/29,41,19538850,18706950,13812950,6.11,6.11,6.11,6.11,6.11,6.11,6.11,6.11,6.11,6.11,6233800,2114150,1391250,1005750
2021/5/29,42,19290900,18661050,14113300,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,6638850,2353700,1471000,1086850
2021/5/29,43,19482950,18655850,14421650,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,6733450,2601300,1532800,1148650
2021/5/29,44,19914100,18637600,14728700,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7106450,2849300,1671400,1305750
2021/5/29,45,19156500,18862450,14639200,6.29,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,7116700,3022100,1832000,1569700
2021/5/29,46,18909000,18801100,14695100,5.95,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,6729800,3019950,1864250,1626750
2021/5/29,47,18062900,18605150,14776600,5.84,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,6106750,2974800,1816550,1644050
2021/5/29,48,16811550,17818400,14375750,5.8,5.79,5.79,5.79,5.79,5.79,5.79,5.79,5.79,5.79,5121150,2970950,1441250,1279250
2021/5/30,1,16029950,16475750,13222150,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,4878700,2624850,839450,581700
2021/5/30,2,17103300,16480600,13152850,5.79,5.79,5.79,5.79,5.79,5.79,5.79,5.79,5.79,5.79,5890900,2738800,865500,564750
2021/5/30,3,17976850,16277150,13193600,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,6719100,2760900,885600,584850
2021/5/30,4,18319600,16285700,13192850,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,6920800,2735650,996200,695450
2021/5/30,5,17955000,15928850,12822700,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,6727750,2475500,1010300,709550
2021/5/30,6,17817450,15685500,12584100,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,6485500,2226350,1080950,780200
2021/5/30,7,17520950,15611900,12440100,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,6102850,1902050,1201450,900700
2021/5/30,8,17194100,15603450,12416350,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,5712200,1602050,1326800,1026050
2021/5/30,9,17449400,15532350,12162850,7.46,7.46,7.46,7.46,7.46,7.46,7.46,7.46,7.46,7.46,5634300,1327650,1385150,1050900
2021/5/30,10,17417250,15309600,12181750,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,5664450,1076800,1431650,1035900
2021/5/30,11,18184500,14949100,11792400,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,6437700,1077050,1348900,963150
2021/5/30,12,19257550,14554600,11858850,5.64,5.64,5.64,5.64,5.64,5.64,5.64,5.64,5.64,5.64,7144300,1077150,1152750,812000
2021/5/30,13,20655500,13901550,11857150,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,8000350,994100,1071650,856900
2021/5/30,14,21986700,12888800,11847750,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,9309500,950150,877700,732950
2021/5/30,15,24141150,12269800,11999400,0.01,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,0.01,10311350,954150,795700,713450
2021/5/30,16,25881250,12161150,12153900,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11015100,866750,761400,754150
2021/5/30,17,27704650,12183250,12183250,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11461400,824800,728500,728500
2021/5/30,18,28987800,12230000,12230000,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11800000,761900,726350,726350
2021/5/30,19,29559650,12464150,12464150,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12058000,753900,803900,803900
2021/5/30,20,30303100,12569450,12569450,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12239650,789850,777850,777850
2021/5/30,21,29997000,12903400,12903400,0.01,1,1,1,0.01,0.01,0.01,0.01,0.01,0.01,11440700,783400,835100,835100
2021/5/30,22,29503800,13175900,13148100,0.01,4,4,4,0.01,0.01,0.01,0.01,0.01,0.01,10718300,784000,1051200,1051200
2021/5/30,23,30912000,12921300,12921300,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11738450,784650,1035150,1035150
2021/5/30,24,31180300,12970350,12970350,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12151550,787750,1034450,1034450
2021/5/30,25,31402550,13303100,13123300,0.01,4.01,4.55,4.55,0.01,0.01,0.01,0.01,0.01,0.01,12471250,757650,1033050,1033050
2021/5/30,26,31507100,13314400,13073100,0.01,4.48,4.48,4.48,0.01,0.01,0.01,0.01,0.01,0.01,12723950,758850,1053550,1053550
2021/5/30,27,31229200,13043000,13032950,0.01,3,3,3,0.01,0.01,0.01,0.01,0.01,0.01,12495500,757900,1077450,1077450
2021/5/30,28,30953350,12891000,12787500,0.01,4.41,4.41,4.41,0.01,0.01,0.01,0.01,0.01,0.01,12594250,757150,951200,951200
2021/5/30,29,30021400,13427500,12835000,0.01,4.85,4.85,4.85,0.01,0.01,0.01,0.01,0.01,0.01,12514900,806300,1017450,917450
2021/5/30,30,28894300,13456400,12831100,0.01,4.85,4.85,4.85,0.01,0.01,0.01,0.01,0.01,0.01,12204150,856250,943050,843050
2021/5/30,31,27043600,13769000,12816100,0.01,4.88,4.88,4.88,4.44,4.44,4.44,4.44,4.44,0.01,11299150,903200,992500,867500
2021/5/30,32,24639100,13709950,12468950,4.44,5.25,5.25,5.25,4.84,4.84,4.84,4.84,4.84,0.01,9622200,902850,839500,639500
2021/5/30,33,22763750,14310350,12323850,4.86,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,0.01,7754250,945100,879550,556300
2021/5/30,34,21172100,15625000,12814200,5.33,5.36,5.36,5.36,5.36,5.36,5.36,5.36,5.36,0.01,5992450,945800,991550,550050
2021/5/30,35,20732550,15932000,12909650,5.45,5.51,5.51,5.51,4.86,4.86,4.86,4.86,4.86,4.86,6360200,948650,863950,422450
2021/5/30,36,20161650,16251200,12683400,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,6048150,951400,886150,464150
2021/5/30,37,19906350,16733450,12751050,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5966400,975150,845800,443300
2021/5/30,38,19500850,17394100,12916800,6.37,6.37,6.37,6.37,6.37,6.37,6.37,6.37,6.37,6.37,5825700,998450,1015650,604150
2021/5/30,39,19159100,17813950,12682150,6.37,6.37,6.37,6.37,6.37,6.37,6.37,6.37,6.37,6.37,5943250,1265000,1056850,644350
2021/5/30,40,19134850,17876800,12656050,6.12,6.12,6.12,6.12,6.12,6.12,6.12,6.12,6.12,6.12,6090750,1509000,1052350,629850
2021/5/30,41,19226700,17702850,12985300,5.87,5.87,5.87,5.87,5.87,5.87,5.87,5.87,5.87,5.87,6407150,1753900,1050850,631100
2021/5/30,42,19137150,17481850,13268500,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,6493000,2002250,932350,637600
2021/5/30,43,19658700,17553900,13901350,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7247050,2250300,876000,585250
2021/5/30,44,19898000,17469500,14084100,7.71,7.71,7.71,7.71,7.71,7.71,7.71,7.71,7.71,7.71,7577100,2492850,747050,466800
2021/5/30,45,19276500,17351800,13594600,5.66,5.66,5.66,5.66,5.66,5.66,5.66,5.66,5.66,5.66,7656800,2749350,719500,549750
2021/5/30,46,19012300,17075800,13503700,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,7401450,2746650,730100,560350
2021/5/30,47,18617450,16764650,13418900,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,7016600,2701200,710350,540600
2021/5/30,48,17392700,16533050,13414100,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5812100,2697350,698850,529100
2021/5/31,1,16433150,18177400,14775250,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,4536050,3089550,1505250,1196000
