Penalty,Battery Penalty,Reward,Total
5.161390165444759,5.334919718660599,46.98393249511719,57.480242379222545
1.8568631808463434,5.314669958773818,52.04175567626953,59.21328881588969
2.595440828716168,5.524363342762108,55.44174957275391,63.561553744232185
5.82949809449045,5.681605286981346,49.34004974365234,60.85115312512413
2.0618974416555162,5.3447229854823615,53.262393951416016,60.6690143785539
3.4274813798881523,5.012584151228915,47.33764266967773,55.77770820079479
19.78476316238193,5.454840463413346,35.960174560546875,61.19977818634215
5.18692897689204,5.234679954640308,44.82738494873047,55.248993880262816
2.5206406698701347,5.913553706039783,57.06270980834961,65.49690418425953
2.2761481867725744,5.819850355120376,57.51031112670898,65.60630966860192
3.999160387033843,5.557478384481973,53.32453536987305,62.88117414138886
6.7867802797874575,5.295011207698479,48.44832992553711,60.530121413023046
4.70504091469273,5.3043616919956875,51.1383056640625,61.14770827075092
2.0760549732666775,5.6153459393471294,54.27735137939453,61.96875229200834
3.3841338469113484,5.524396520261629,52.892234802246094,61.80076516941907
5.70015753548596,4.971107383873412,46.22098159790039,56.892246517259764
2.6628453588760466,5.263044070170163,50.64900970458984,58.574899133636045
1.7138783952371908,5.6896424181382965,54.81459045410156,62.21811126747705
1.8850852874608357,5.211536623740413,51.365142822265625,58.46176473346687
2.6614252807617182,5.2294942817146834,52.92012023925781,60.81103980173421
